Omega\Sigma ,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5
0,0.10729999999999999,0.10026,0.10942,0.10048,0.10615999999999999,0.10378,0.10516,0.11018,0.09952,0.11320000000000001,0.09922
0.2,0.1182,0.10845999999999999,0.11052,0.10486,0.10312,0.11136,0.1,0.10258,0.10376,0.10094,0.10114
0.4,0.11702,0.10672,0.10787999999999999,0.1071,0.10536,0.1035,0.1052,0.10684,0.09882,0.10224,0.10142
0.6,0.12154000000000001,0.11898,0.11178,0.11474,0.10882,0.11034000000000001,0.102,0.1076,0.09932,0.10346,0.10912000000000001
0.8,0.12794,0.11886,0.11352,0.10923999999999999,0.11472,0.10466,0.10554000000000001,0.10746,0.10636,0.10995999999999999,0.10414
1,0.13812,0.11957999999999999,0.11822,0.1145,0.11448,0.1051,0.10914,0.10914,0.10228,0.10926000000000001,0.10512
1.2,0.14204,0.1231,0.12368000000000001,0.1129,0.1135,0.10624,0.10662,0.10859999999999999,0.10498,0.09918,0.10414
1.4,0.13854,0.1179,0.12074,0.11572,0.10622,0.11244,0.1061,0.11295999999999999,0.10464,0.10636,0.10984000000000001
1.6,0.14676,0.12890000000000001,0.11988,0.12373999999999999,0.10942,0.1149,0.11345999999999999,0.1082,0.11162000000000001,0.10156,0.10601999999999999
1.8,0.1431,0.1254,0.12484,0.11581999999999999,0.11154,0.11244,0.11252,0.11320000000000001,0.11012000000000001,0.10912000000000001,0.10608
2,0.14378,0.12652,0.12178,0.11694,0.11270000000000001,0.11008,0.1088,0.11216,0.10224,0.10812000000000001,0.11212000000000001